A1-G6A-enter	3	608	G6B→G6A, G7A→G6B, G6A→G7A	0	0	
A2-G6B-enter	2	304	G6A→G6B, G6B→G6A	0	0	
A3-G7A-enter	2	304	G6A→G7A, G7A→G6A	0	0	
A4-G8A-enter	0	0		0	0	
A5-G9A-enter	0	0		0	0	
B-G8A-raise	4	625.1	G6B→G8A, G7A→G6B, G6A→G7A	0	0	
B-G6B-raise	2	304	G8A→G6B, G6B→G8A	0	0	
B-G9A-raise	3	625.1	G7A→G9A, G6A→G7A, G9A→G6A	0	0	
C-fixed-pointer-G7A-raise	3	625.1	G8A→G7A, G9A→G8A, G7A→G9A	0	0	
D-G6A-leave	0	0		4	178	G6A→G6B, G6B→G7A, G7A→G8A, G8A→G9A
